game_id,ai_player,white_elo,black_elo,winner,total_moves,eco,moves_list,move_category
436982939,black,2112,2005,white,59,B27,"['e2e4', 'g7g6', 'g1f3', 'c7c5', 'c2c4', 'f8g7', 'd2d3', 'g8f6', 'b1c3', 'e8g8', 'h2h3', 'd7d6', 'c1f4', 'b8c6', 'd1d2', 'c6d4', 'e1c1', 'd4f3', 'g2f3', 'd8b6', 'f4h6', 'b6b4', 'f1e2', 'e7e5', 'd1g1', 'c8e6', 'h3h4', 'g7h6', 'd2h6', 'g8h8', 'h4h5', 'f8g8', 'h5g6', 'g8g6', 'g1g6', 'f7g6', 'e2f1', 'h8g8', 'f1h3', 'e6f7', 'f3f4', 'f6h5', 'f4f5', 'h5f4', 'h3g4', 'f4d3', 'c1c2', 'b4c4', 'f5f6', 'd3b4', 'c2c1', 'b4a2', 'c1d2', 'c4d4', 'd2e1', 'd4c3', 'b2c3', 'a2c3', 'h6g7']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
473502716,black,2184,2019,draw,75,B15,"['e2e4', 'g7g6', 'g1f3', 'c7c6', 'b1c3', 'f8g7', 'd2d4', 'd7d5', 'e4e5', 'c8g4', 'f1e2', 'b8d7', 'h2h3', 'g4f5', 'e2d3', 'f5d3', 'd1d3', 'b7b5', 'c3e2', 'd7f8', 'c2c3', 'a8b8', 'e1g1', 'f8e6', 'e2f4', 'e6c7', 'f1e1', 'e7e6', 'c1d2', 'g8e7', 'd2e3', 'e8g8', 'g2g4', 'b8b6', 'd3d2', 'a7a5', 'f4g2', 'b5b4', 'e3h6', 'b4c3', 'b2c3', 'a5a4', 'a2a3', 'b6b3', 'g1h2', 'g7h6', 'd2h6', 'f7f6', 'e5f6', 'f8f6', 'f3g5', 'f6f2', 'h6h7', 'g8f8', 'e1f1', 'd8d6', 'h2g1', 'f2f1', 'a1f1', 'f8e8', 'f1f8', 'e8d7', 'h7h8', 'b3b1', 'g1f2', 'c7e8', 'f8e8', 'b1b2', 'f2f1', 'b2b1', 'f1f2', 'b1b2', 'f2f1', 'b2b1', 'f1f2']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
433518741,black,1930,2720,black,58,B46,"['e2e4', 'c7c5', 'g1f3', 'e7e6', 'b1c3', 'b8c6', 'd2d4', 'c5d4', 'f3d4', 'a7a6', 'f1e2', 'd7d6', 'c1e3', 'c8d7', 'd1d2', 'g8f6', 'f2f3', 'f8e7', 'e1c1', 'b7b5', 'e2d3', 'e8g8', 'g2g4', 'c6d4', 'e3d4', 'b5b4', 'c3e2', 'e6e5', 'd4e3', 'd7e6', 'b2b3', 'a6a5', 'c1b1', 'a5a4', 'e2g3', 'd8a5', 'd3c4', 'a4b3', 'c2b3', 'd6d5', 'e4d5', 'f6d5', 'c4d5', 'e6d5', 'd2b2', 'd5f3', 'g3f5', 'f8e8', 'd1d7', 'f3h1', 'f5e7', 'e8e7', 'd7e7', 'h1e4', 'b1a1', 'a5d8', 'e7e5', 'a8a2']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
436005423,black,1602,2435,black,58,B45,"['e2e4', 'c7c5', 'g1f3', 'e7e6', 'd2d4', 'c5d4', 'f3d4', 'g8f6', 'b1c3', 'b8c6', 'h2h3', 'd7d6', 'c1e3', 'f8e7', 'd1d2', 'e8g8', 'e1c1', 'c6d4', 'd2d4', 'c8d7', 'c3b5', 'd6d5', 'e4e5', 'f6e4', 'c1b1', 'e7c5', 'd4d3', 'd7b5', 'd3b5', 'c5e3', 'f2e3', 'e4f2', 'f1e2', 'd8g5', 'b5b3', 'f2h1', 'd1h1', 'g5g2', 'h1e1', 'g2g3', 'b3c3', 'a8c8', 'c3d2', 'g3e5', 'e2d3', 'e5g3', 'e1h1', 'f7f5', 'h3h4', 'g8f7', 'h4h5', 'f7f6', 'd3f1', 'c8c5', 'h1h3', 'g3g1', 'b2b3', 'g1f1']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
453404156,black,2160,2157,draw,76,C48,"['e2e4', 'e7e5', 'g1f3', 'b8c6', 'b1c3', 'g8f6', 'f1b5', 'c6d4', 'b5c4', 'd7d6', 'd2d3', 'c8g4', 'h2h3', 'g4f3', 'g2f3', 'f8e7', 'f3f4', 'e8g8', 'f4f5', 'c7c6', 'a2a3', 'd6d5', 'c4a2', 'a8c8', 'h3h4', 'f6e8', 'c1d2', 'e7h4', 'd1h5', 'd4c2', 'e1d1', 'c2a1', 'h1h4', 'e8f6', 'h5g5', 'd8b6', 'd1c1', 'd5d4', 'c3e2', 'a1b3', 'c1c2', 'b3d2', 'g5d2', 'b6c5', 'c2b1', 'h7h6', 'e2g3', 'c8d8', 'g3h5', 'f6h5', 'h4h5', 'd8d6', 'h5h3', 'c5b5', 'h3g3', 'b5a4', 'd2e2', 'g8h7', 'e2g4', 'g7g6', 'a2f7', 'g6g5', 'f7g6', 'd6g6', 'f5g6', 'h7g6', 'g4e6', 'g6h7', 'e6e7', 'h7g8', 'e7e6', 'g8h7', 'e6e7', 'h7g8', 'e7e6', 'g8h7']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
455442565,black,1908,2210,black,57,A11,"['g1f3', 'd7d5', 'c2c4', 'c7c6', 'e2e3', 'g8f6', 'b1c3', 'b8d7', 'd1c2', 'e7e5', 'c4d5', 'f6d5', 'f1c4', 'd5c3', 'c2c3', 'f8d6', 'e3e4', 'e8g8', 'd2d3', 'b7b5', 'c4b3', 'd7c5', 'c1g5', 'd8c7', 'e1g1', 'c5b3', 'c3b3', 'c8g4', 'f3h4', 'c7d7', 'a1e1', 'g4e6', 'b3c2', 'e6a2', 'b2b3', 'd6b4', 'e1e3', 'f7f6', 'c2a2', 'f6g5', 'h4f5', 'g7g6', 'f5h6', 'g8g7', 'e3h3', 'g5g4', 'h3h4', 'b4e7', 'h4g4', 'g7h6', 'a2d2', 'h6g7', 'h2h3', 'h7h5', 'g4g3', 'e7h4', 'g3e3']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
470264272,white,2935,1569,white,51,B12,"['e2e4', 'c7c6', 'd2d4', 'd8c7', 'c2c4', 'd7d6', 'b1c3', 'e7e5', 'g1f3', 'c8g4', 'c1e3', 'g8f6', 'h2h3', 'g4f3', 'd1f3', 'b8d7', 'g2g4', 'e5d4', 'e3d4', 'd7e5', 'f3g3', 'f8e7', 'e1c1', 'a7a5', 'f2f4', 'e5d7', 'g4g5', 'f6h5', 'g3h4', 'd7f6', 'h1g1', 'h8g8', 'g5f6', 'h5f6', 'd4f6', 'e7f6', 'h4f6', 'c7b6', 'g1g7', 'g8g7', 'f6g7', 'e8c8', 'g7f7', 'b6e3', 'c1b1', 'b7b5', 'c4b5', 'c6b5', 'c3d5', 'e3e4', 'f1d3']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
454857033,white,1965,2124,black,66,C46,"['e2e4', 'e7e5', 'g1f3', 'd7d6', 'b1c3', 'b8c6', 'f1d3', 'c8g4', 'e1g1', 'c6d4', 'd3e2', 'd4e2', 'd1e2', 'c7c6', 'h2h3', 'g4h5', 'd2d3', 'h7h6', 'g2g4', 'h5g6', 'c1e3', 'g8f6', 'b2b3', 'f6d7', 'a2a4', 'f8e7', 'g1g2', 'd7f8', 'd3d4', 'f7f6', 'f3h4', 'g6h7', 'h4f5', 'f8e6', 'd4d5', 'h7f5', 'g4f5', 'e6g5', 'e2h5', 'e8d7', 'h5g6', 'd8e8', 'g6g7', 'e8h5', 'd5c6', 'b7c6', 'e3g5', 'h6g5', 'f1h1', 'a8g8', 'g7g8', 'h8g8', 'f2f3', 'a7a5', 'g2f2', 'e7d8', 'f2e2', 'd8b6', 'a1d1', 'h5h4', 'd1f1', 'h4f4', 'e2d1', 'f4e3', 'c3e2', 'b6c5']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
473490732,white,2002,2164,black,52,A00,"['b1c3', 'e7e5', 'g1f3', 'b8c6', 'e2e3', 'g8f6', 'f1c4', 'd7d5', 'c4b5', 'f8d6', 'e1g1', 'f6g4', 'd2d3', 'c8e6', 'e3e4', 'd5d4', 'c3e2', 'h7h5', 'f3g5', 'e8d7', 'g5e6', 'f7e6', 'c1d2', 'd8h4', 'h2h3', 'a8f8', 'h3g4', 'h5g4', 'f2f4', 'e5f4', 'e2f4', 'd6f4', 'b5c6', 'b7c6', 'f1f4', 'h4h2', 'g1f2', 'f8f4', 'd2f4', 'h2f4', 'd1f3', 'g4f3', 'a1e1', 'f3g2', 'f2e2', 'f4e3', 'e2d1', 'h8h1', 'c2c3', 'e3d3', 'd1c1', 'h1e1']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
433769979,black,1867,2412,black,74,C26,"['e2e4', 'e7e5', 'g1f3', 'g8f6', 'b1c3', 'f8b4', 'f1c4', 'e8g8', 'e1g1', 'd7d6', 'd2d3', 'b4c3', 'b2c3', 'b8c6', 'c1g5', 'h7h6', 'g5f6', 'd8f6', 'h2h3', 'c6e7', 'f3h2', 'e7g6', 'd1f3', 'g6f4', 'g1h1', 'c7c6', 'a1b1', 'b7b5', 'c4b3', 'a7a5', 'a2a4', 'c8d7', 'f1d1', 'f8b8', 'd3d4', 'b5a4', 'b3a4', 'b8b1', 'd1b1', 'e5d4', 'c3d4', 'f6d4', 'f3f4', 'd4a4', 'f4d6', 'a4c2', 'b1d1', 'd7e6', 'h2f3', 'c6c5', 'd1d2', 'c2e4', 'd6c5', 'e6h3', 'd2d4', 'e4b1', 'h1h2', 'h3e6', 'c5c6', 'a8c8', 'c6a4', 'c8c5', 'd4d8', 'g8h7', 'f3d4', 'c5h5', 'h2g3', 'b1g6', 'g3f3', 'g6d3', 'f3f4', 'h5h4', 'f4e5', 'h4e4']","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
454313479,black,1994,2101,black,68,B06,"['e2e4', 'g7g6', 'd2d4', 'd7d6', 'c2c3', 'f8h6', 'g1f3', 'h6c1', 'd1c1', 'g8f6', 'f1d3', 'e8g8', 'h2h4', 'c7c5', 'h4h5', 'g6h5', 'c1h6', 'c5d4', 'f3g5', 'd8b6', 'h1h5', 'b6b2', 'g5h7', 'f6h5', 'h6h5', 'f8d8', 'h7g5', 'b2c1', 'e1e2', 'c8g4', 'h5g4', 'g8f8', 'g4h5', 'c1b2', 'e2d1', 'f8e8', 'h5f7', 'e8d7', 'f7e6', 'd7c7', 'e6c4', 'b8c6', 'g5e6', 'c7d7', 'e6f4', 'b2a1', 'c4e6', 'd7e8', 'f4d5', 'e8f8', 'e6f5', 'f8g7', 'e4e5', 'd8h8', 'e5d6', 'h8h1', 'd1d2', 'a1a2', 'd3c2', 'a8f8', 'f5g5', 'g7h8', 'f2f4', 'e7d6', 'd5f6', 'a2e6', 'f6h5', 'e6e3']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
451392117,black,2025,2089,white,71,B12,"['e2e4', 'c7c6', 'g1f3', 'd7d5', 'e4e5', 'c8f5', 'd2d4', 'e7e6', 'f1d3', 'f5d3', 'd1d3', 'b8a6', 'c2c3', 'f8e7', 'e1g1', 'd8d7', 'c1f4', 'h7h6', 'b1d2', 'g7g5', 'f4g3', 'g5g4', 'f3e1', 'h6h5', 'f2f4', 'h5h4', 'g3f2', 'e8c8', 'b2b4', 'h4h3', 'g2g3', 'a6c7', 'e1c2', 'g8h6', 'c2e3', 'f7f6', 'd2b3', 'b7b6', 'a2a4', 'h8f8', 'a4a5', 'f6e5', 'a5b6', 'e5e4', 'd3e2', 'a7b6', 'a1a7', 'd7e8', 'f1a1', 'c7b5', 'c3c4', 'b5a7', 'a1a7', 'c8b8', 'e2a2', 'e7b4', 'a2a6', 'f8f7', 'a6b6', 'b8c8', 'a7a8', 'c8d7', 'a8a7', 'd7c8', 'a7a8', 'c8d7', 'b6b7', 'd7d6', 'c4c5', 'b4c5', 'd4c5']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
437245307,white,2035,2023,white,63,B00,"['e2e4', 'b8c6', 'g1f3', 'f7f5', 'e4f5', 'd7d5', 'f1d3', 'g8h6', 'f3h4', 'e7e5', 'd1h5', 'h6f7', 'b1c3', 'e5e4', 'd3b5', 'f8e7', 'g2g3', 'g7g6', 'f5g6', 'h7g6', 'h5d5', 'e7h4', 'g3h4', 'h8h4', 'b5c6', 'b7c6', 'd5c6', 'c8d7', 'c6g6', 'd8g5', 'h1g1', 'h4g4', 'g1g4', 'g5g4', 'g6g4', 'd7g4', 'c3e4', 'e8c8', 'd2d3', 'f7e5', 'c1f4', 'e5f3', 'e1f1', 'd8h8', 'f1g2', 'f3d4', 'f4e5', 'g4h3', 'g2g3', 'd4f5', 'g3f3', 'h8h5', 'd3d4', 'f5e7', 'a1g1', 'h3e6', 'g1g7', 'c8d8', 'e5f6', 'h5f5', 'f3e2', 'e6c4', 'e2d2']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
473456364,black,2212,2138,draw,72,B01,"['e2e4', 'd7d5', 'b1c3', 'e7e6', 'e4e5', 'd5d4', 'c3e4', 'g8h6', 'g1f3', 'f8e7', 'f1c4', 'e8g8', 'd2d3', 'b7b5', 'c4b3', 'a7a5', 'a2a4', 'b5a4', 'b3a4', 'e7b4', 'e1f1', 'b4e7', 'c1h6', 'g7h6', 'h2h4', 'c8b7', 'd1d2', 'h6h5', 'd2h6', 'b7e4', 'd3e4', 'b8a6', 'f3g5', 'e7g5', 'h4g5', 'd8e7', 'h1h5', 'f7f5', 'g5f6', 'e7f7', 'h5g5', 'g8h8', 'g5g7', 'f7g8', 'g7g8', 'f8g8', 'f1e2', 'a8f8', 'a1h1', 'f8f7', 'a4b5', 'a6c5', 'b5d3', 'a5a4', 'h1h5', 'g8g2', 'h5g5', 'g2g5', 'h6g5', 'c7c6', 'g5h5', 'h8g8', 'h5g5', 'g8h8', 'g5h5', 'h8g8', 'h5g5', 'g8h8', 'g5h5', 'h8g8', 'h5g5', 'g8h8']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
455869881,black,1934,2178,black,74,B12,"['e2e4', 'c7c6', 'd2d4', 'd7d5', 'e4e5', 'c8f5', 'f1d3', 'f5d3', 'd1d3', 'e7e6', 'a2a3', 'c6c5', 'c1e3', 'b8c6', 'c2c3', 'c5d4', 'c3d4', 'd8b6', 'b2b4', 'g8e7', 'g1e2', 'e7f5', 'e1g1', 'a8d8', 'b1c3', 'a7a6', 'a1b1', 'h8g8', 'b4b5', 'a6b5', 'c3b5', 'b6a5', 'b1b3', 'd8d7', 'f1b1', 'f8e7', 'd3c2', 'f7f6', 'e3f4', 'a5a4', 'g2g4', 'c6d4', 'e2d4', 'f5d4', 'b5d4', 'a4d4', 'c2h7', 'g8f8', 'f4g3', 'd4g4', 'b3b7', 'd7b7', 'b1b7', 'f6e5', 'h2h3', 'g4g5', 'h7c2', 'f8f3', 'c2c7', 'f3a3', 'h3h4', 'a3g3', 'f2g3', 'g5g3', 'g1f1', 'g3h4', 'c7e5', 'h4f6', 'e5f6', 'g7f6', 'f1e2', 'f6f5', 'e2e3', 'e6e5']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
434476869,white,2715,1383,white,33,A50,"['g1f3', 'g8f6', 'c2c4', 'b8c6', 'd2d4', 'e7e6', 'g2g3', 'f8b4', 'c1d2', 'b4d2', 'b1d2', 'e8g8', 'f1g2', 'd7d5', 'e1g1', 'f6g4', 'a1c1', 'f7f5', 'e2e3', 'g4f6', 'd1c2', 'f6e4', 'f1d1', 'g7g5', 'd2b1', 'f5f4', 'e3f4', 'g5f4', 'b1c3', 'e4c3', 'c2c3', 'f4g3', 'h2g3']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
452589682,black,1415,2720,black,52,B30,"['b1c3', 'c7c5', 'e2e4', 'b8c6', 'g1f3', 'd7d6', 'f1e2', 'g7g6', 'd2d3', 'f8g7', 'c3d5', 'e7e6', 'd5f4', 'h7h6', 'c2c3', 'g8f6', 'e1g1', 'g6g5', 'f4h3', 'g5g4', 'h3f4', 'g4f3', 'e2f3', 'c8d7', 'a2a3', 'e8g8', 'd3d4', 'c5d4', 'c3d4', 'e6e5', 'f4e2', 'e5d4', 'e2d4', 'c6d4', 'd1d4', 'd7c6', 'c1f4', 'f6e4', 'd4e3', 'f8e8', 'f4h6', 'e4g3', 'e3f4', 'g3f1', 'a1f1', 'g7h6', 'f4h6', 'c6f3', 'g2f3', 'e8e6', 'h6g5', 'd8g5']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
436048865,white,2329,1949,white,93,B10,"['e2e4', 'c7c6', 'g1f3', 'd7d5', 'e4d5', 'c6d5', 'f1b5', 'c8d7', 'd1e2', 'a7a6', 'b5d3', 'g8f6', 'a2a4', 'd7g4', 'e1g1', 'b8d7', 'f1e1', 'e7e6', 'b2b3', 'f8d6', 'c1a3', 'd8e7', 'c2c4', 'd5c4', 'd3c4', 'e8g8', 'd2d4', 'd7b6', 'a3d6', 'e7d6', 'b1d2', 'b6d5', 'd2e4', 'f6e4', 'e2e4', 'g4f3', 'e4f3', 'd5b4', 'a1d1', 'a6a5', 'f3b7', 'b4c2', 'e1e2', 'c2d4', 'e2d2', 'e6e5', 'c4f7', 'g8h8', 'f7c4', 'a8b8', 'b7e4', 'f8f4', 'e4d5', 'd6d5', 'c4d5', 'g7g6', 'g2g3', 'f4f8', 'd2d3', 'h8g7', 'f2f4', 'd4e2', 'g1f2', 'e2d4', 'f2g2', 'd4c2', 'f4e5', 'c2b4', 'd3c3', 'g7h6', 'd5f3', 'f8e8', 'd1d7', 'e8e5', 'h2h4', 'g6g5', 'c3c7', 'g5h4', 'd7d6', 'h6g5', 'c7g7', 'g5f5', 'g7f7', 'f5g5', 'g3h4', 'g5h4', 'd6d4', 'h4g5', 'd4g4', 'g5h6', 'f7f6', 'h6h5', 'g4g8']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
453376150,black,2149,2038,black,78,D00,"['d2d4', 'd7d5', 'e2e3', 'e7e6', 'f2f4', 'g8f6', 'c2c3', 'f8d6', 'g1f3', 'e8g8', 'f1d3', 'c7c5', 'd1e2', 'c5c4', 'd3c2', 'b8c6', 'b1d2', 'd8a5', 'a2a3', 'f6g4', 'h2h3', 'g4f6', 'g2g4', 'h7h5', 'g4g5', 'f6d7', 'h3h4', 'f7f6', 'e1g1', 'e6e5', 'g5f6', 'e5f4', 'f6g7', 'f8f7', 'e3e4', 'f7g7', 'g1h1', 'd7b6', 'e4e5', 'd6e7', 'e2h2', 'g7g3', 'f3g1', 'g3g4', 'd2f3', 'c8d7', 'c1d2', 'a8f8', 'a1e1', 'a5b5', 'd2c1', 'c6d8', 'e1e2', 'd8e6', 'e2g2', 'b6a4', 'c2a4', 'b5a4', 'f3g5', 'e6g5', 'h4g5', 'e7g5', 'g1f3', 'g5h6', 'h2h5', 'g4g2', 'h1g2', 'a4c2', 'g2h1', 'h6g7', 'f1g1', 'c2e4', 'g1f1', 'd7e8', 'h5h2', 'e4d3', 'h2f2', 'e8d7']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
471080586,white,2733,1799,white,55,D35,"['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'g8f6', 'c4d5', 'e6d5', 'c1g5', 'f8b4', 'd1b3', 'b4c3', 'b2c3', 'c7c6', 'e2e3', 'e8g8', 'f1d3', 'h7h6', 'g5h4', 'b8d7', 'g1e2', 'f8e8', 'e1g1', 'd7b6', 'h4f6', 'd8f6', 'a2a4', 'e8e7', 'a4a5', 'b6d7', 'e2g3', 'g7g6', 'e3e4', 'd5e4', 'g3e4', 'f6g7', 'f1e1', 'g8f8', 'b3a3', 'f7f5', 'e4d6', 'd7f6', 'd3c4', 'f6d5', 'c4d5', 'c6d5', 'd6b5', 'c8d7', 'b5c7', 'a8c8', 'c7d5', 'c8e8', 'e1e7', 'e8e7', 'a1e1']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
475765808,black,1796,2240,black,40,A45,"['d2d4', 'g8f6', 'c1f4', 'c7c5', 'e2e3', 'd8b6', 'b2b3', 'e7e6', 'c2c3', 'c5d4', 'e3e4', 'f6e4', 'c3d4', 'f8b4', 'e1e2', 'b8c6', 'g1f3', 'b4c3', 'd1d3', 'c3a1', 'd3e4', 'c6d4', 'f3d4', 'a1d4', 'f4g3', 'd7d5', 'e4d3', 'e8g8', 'b1d2', 'e6e5', 'e2e1', 'c8d7', 'f1e2', 'a8c8', 'e1d1', 'd4b2', 'd2c4', 'd5c4', 'b3c4', 'f8d8']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
